"n","authors_formatted","authors_raw","publication_year","title","source_container","doi","url","study_country","conflict_type","marine_terrestrial","species_common","openalex_id","tier","metadata_flag"
243,"Igual, J. M., Tavecchia, G., Jenouvrier, S., Forero, M. G. & Oró, D.","José Manuel Igual; Giacomo Tavecchia; Stéphanie Jenouvrier; Manuela G. Forero; Daniel Oró",2009,"Buying Years to Extinction: Is Compensatory Mitigation for Marine Bycatch a Sufficient Conservation Measure for Long-Lived Seabirds?","PLoS ONE","https://doi.org/10.1371/journal.pone.0004826","https://doi.org/10.1371/journal.pone.0004826","multiple North African","not stated","both","rat, Cory's shearwater","W2161217137","C_asserted_no_evidence",""
244,"Morissette, L., Melgo, J. L., Kaschner, K. & Gerber, L.","Lyne Morissette; Jenny Lynn Melgo; Kristin Kaschner; Leah Gerber",2009,"Fisheries Centre research reports. Volume 17, number 2","cIRcle (University of British Columbia)",,"https://openalex.org/W7139462097","multiple North African",,"marine","whales","W7139462097","C_asserted_no_evidence",""
245,"Bowden, C. G. R. et al.","Christopher G. R. Bowden; Ken W. Smith; Mohammed El Bekkay; Widade Oubrou; Ali Aghnaj; Maria Jimenez-Armesto",2008,"Contribution of research to conservation action for the Northern Bald Ibis Geronticus eremita in Morocco","Bird Conservation International","https://doi.org/10.1017/s0959270908000403","https://doi.org/10.1017/s0959270908000403","multiple North African","not stated","terrestrial","Northern Bald Ibis","W2105413109","B_regional_corroborated",""
246,"Jribi, I., Echwikhi, K., Bradaï, M. N. & Bouain, A.","Imed Jribi; Khaled Echwikhi; Mohamed Nejmeddine Bradaï; Abderrhmen Bouain",2008,"Incidental capture of sea turtles by longlines in the Gulf of Gabès (South Tunisia): A comparative study between bottom and surface longlines","Scientia Marina","https://doi.org/10.3989/scimar.2008.72n2337","https://doi.org/10.3989/scimar.2008.72n2337","multiple North African","not stated","marine","sea turtles","W1863567874","B_regional_corroborated",""
247,"Casale, P., Freggi, D., Gratton, P., Argano, R. & Oliverio, M.","Paolo Casale; Daniela Freggi; Paolo Gratton; Roberto Argano; Marco Oliverio",2008,"Mitochondrial DNA reveals regional and interregional importance of the central Mediterranean African shelf for loggerhead sea turtles (Caretta caretta)","Scientia Marina","https://doi.org/10.3989/scimar.2008.72n3541","https://doi.org/10.3989/scimar.2008.72n3541","multiple North African","not stated",,"sea turtle","W13500458","B_regional_corroborated",""
248,"Warner, J.","Jeroen Warner",2008,"The politics of flood insecurity : framing contested river management projects",,"https://doi.org/10.18174/16352","https://doi.org/10.18174/16352","multiple North African","property damage",,"not stated","W1540840170","C_asserted_no_evidence",""
249,"Jribi, I., Bradaï, M. N. & Bouain, A.","Imed Jribi; Mohamed Nejmeddine Bradaï; Abderrhmen Bouain",2007,"07. Impact of trawl fishery on marine turtles in the Gulf of Gabès, Tunisia","Herpetological Journal",,"https://openalex.org/W2502035066","multiple North African","bycatch","marine","loggerhead","W2502035066","B_regional_corroborated",""
250,"Andersen, G. L. & Krzywinski, K.","Gidske L. Andersen; Knut Krzywinski",2007,"Mortality, Recruitment and Change of Desert Tree Populations in a Hyper-Arid Environment","PLoS ONE","https://doi.org/10.1371/journal.pone.0000208","https://doi.org/10.1371/journal.pone.0000208","Egypt","other","terrestrial","Acacia tortilis","W2017504858","A_named_country_corroborated",""
251,"Streftaris, N. & Zenetos, A.","N. Streftaris; Argyro Zenetos",2006,"Alien Marine Species in the Mediterranean - the 100 ‘Worst Invasives’ and their Impact","Mediterranean Marine Science","https://doi.org/10.12681/mms.180","https://doi.org/10.12681/mms.180","multiple North African","not stated","not stated","not stated","W1993434971","C_asserted_no_evidence",""
252,"Venizelos, L. & Kasparek, M.","Lily Venizelos; Max Kasparek",2006,"EXTENDED ABSTRACT Trionyx triunguis: The brackish water turtle that also lives in the Mediterranean Sea",,,"https://openalex.org/W2556430982","multiple North African","bycatch","both","Nile soft-shelled turtle","W2556430982","B_regional_corroborated",""
253,"Tudela, S. & Investigaciones, C. S. d.","Sergi Tudela; Consejo Superior de Investigaciones",2004,"ECOSYSTEM EFFECTS OF FISHING IN THE MEDITERREAN: AN ANALYSIS OF THE MAJOR THREATS OF FISHING GEAR AND PRACTICES TO BIODIVERSITY AND MARINE HABITATS",,,"https://openalex.org/W2154998326","multiple North African","bycatch","marine","sharks, turtles, whales and seals","W2154998326","B_regional_corroborated",""
254,"[Authors not resolved in OpenAlex]",,2004,"Guidelines for technical measures to minimise cetacean-fishery conflicts in the Mediterranean and Black Seas",,"https://doi.org/10.70978/czwc4257","https://doi.org/10.70978/czwc4257","multiple North African","bycatch","marine","harbour porpoises","W4406692881","C_asserted_no_evidence",""
255,"Long, K. J. & Schroeder, B. A.","Kristy J. Long; Barbara A. Schroeder",2004,"National Oceanic and Atmospheric Administration Report 26","University of North Texas Digital Library (University of North Texas)",,"https://openalex.org/W7139743578","multiple North African","bycatch","marine","sea turtle","W7139743578","C_asserted_no_evidence",""
256,"Cooper, J. et al.","John Cooper; Nicola Baccetti; Eduardo J. Belda; John J. Borg; Daniel Oró; Costas Papaconstantinou; Antonio Sánchez",2003,"Seabird mortality from longline fishing in the Mediterranean Sea and Macaronesian waters: a review and a way forward","Scientia Marina","https://doi.org/10.3989/scimar.2003.67s257","https://doi.org/10.3989/scimar.2003.67s257","multiple North African","bycatch","marine","Cory´s shearwater","W1543624443","B_regional_corroborated",""
257,"Alia, Z. et al.","Zeïd Alia; Djilani Ghemam Amara; Ahmed Elkhalifa Chemsa; Amar Eddoud; Karim Souttou; Makhlouf Sekour",2000,"10.51847/g9duHRt","Time to knit","https://doi.org/10.51847/g9duhrt","https://doi.org/10.51847/g9duhrt","multiple North African","crop damage","terrestrial","roof Rat","W4411617346","B_regional_corroborated",""
258,"Aguilar, Á.","Álex Aguilar",2000,"Population biology, conservation threats and status of Mediterranean striped dolphins (Stenella coeruleoalba)","The journal of cetacean research and management. Special issue","https://doi.org/10.47536/jcrm.v2i1.485","https://doi.org/10.47536/jcrm.v2i1.485","multiple North African","bycatch","marine","striped dolphin","W4391197122","B_regional_corroborated",""
259,"Laurent, L. et al.","Luc Laurent; Paolo Casale; Mohamed Nejmeddine Bradaï; Brendan J. Godley; Annette C. Broderick; Werner Schroth; Bernd Schierwater; Avigdor Levy; D. Freggi; E. M. ABD EL‐MAWLA; D. A. HADOUD; H. E. GOMATI; Mariano Domingo; M. HADJICHRISTOPHOROU; L. KORNARAKY; F. DEMIRAYAK; CH. GAUTIER",1998,"Molecular resolution of marine turtle stock composition in fishery bycatch: a case study in the Mediterranean","Molecular Ecology","https://doi.org/10.1046/j.1365-294x.1998.00471.x","https://doi.org/10.1046/j.1365-294x.1998.00471.x","multiple North African","bycatch","marine","loggerhead sea turtle","W2134477843","B_regional_corroborated",""
260,"Godley, B. J.","Brendan J. Godley",1998,"Studies on the Ecology and Conservation of Marine Turtles: With Particular Reference to the Mediterranean","Enlighten: Theses (The University of Glasgow)",,"https://openalex.org/W3131003730","multiple North African","not stated",,"loggerhead turtle, green turtle, leatherback turtle","W3131003730","C_asserted_no_evidence",""
261,"Berrada, K.","Karim Berrada",1996,"Fishing co-operation between the Kingdom of Morocco and the European Union : towards integrated and sustainable fisheries management","Maritime Commons The Digital Repository of World Maritime University (World Maritime University)",,"https://openalex.org/W3042821301","Morocco","competition for resources","marine","fish","W3042821301","A_named_country_corroborated",""
262,"Brosset, A.","André Brosset",1990,"L’évolution récente de l’avifaune du Nord-Est marocain : pertes et gains depuis 35 ans","Revue d Écologie (La Terre et La Vie)","https://doi.org/10.3406/revec.1990.1999","https://doi.org/10.3406/revec.1990.1999","Morocco","persecution or retaliatory killing","both",,"W2286354200","A_named_country_corroborated",""
